시도,시군구,시간대,발생건수,사망자수,부상자수,중상,경상,부상신고
인천,부평구,06시-08시,68,0,90,23,61,6
인천,부평구,08시-10시,99,0,135,35,96,4
인천,부평구,10시-12시,86,1,105,23,76,6
인천,부평구,12시-14시,91,1,138,30,106,2
인천,부평구,14시-16시,112,0,163,23,134,6
인천,부평구,16시-18시,126,0,165,36,125,4
인천,부평구,18시-20시,112,1,147,36,107,4
인천,부평구,20시-22시,125,1,179,39,128,12
인천,부평구,22시-24시,103,1,158,27,127,4
인천,남동구,00시-02시,107,2,161,35,118,8
인천,남동구,02시-04시,63,1,95,24,68,3
인천,남동구,04시-06시,62,0,90,29,54,7
인천,남동구,06시-08시,100,2,144,35,103,6
인천,남동구,08시-10시,178,0,252,50,195,7
인천,남동구,10시-12시,141,0,199,33,163,3
인천,남동구,12시-14시,155,0,223,39,165,19
인천,남동구,14시-16시,168,1,224,31,175,18
인천,남동구,16시-18시,180,1,265,45,208,12
인천,남동구,18시-20시,228,0,356,60,282,14
인천,남동구,20시-22시,191,2,272,57,201,14
인천,남동구,22시-24시,134,2,228,27,194,7
인천,서구,00시-02시,70,1,117,34,82,1
인천,서구,02시-04시,38,2,61,17,43,1
인천,서구,04시-06시,55,2,84,24,59,1
인천,서구,06시-08시,79,3,106,32,73,1
인천,서구,08시-10시,142,1,182,43,130,9
인천,서구,10시-12시,107,0,148,43,100,5
인천,서구,12시-14시,109,2,158,34,118,6
인천,서구,14시-16시,142,0,196,55,136,5
인천,서구,16시-18시,154,5,204,41,156,7
인천,서구,18시-20시,182,2,238,46,184,8
인천,서구,20시-22시,131,1,174,45,125,4
인천,서구,22시-24시,105,0,155,34,115,6
인천,연수구,00시-02시,45,0,73,19,53,1
인천,연수구,02시-04시,27,2,32,6,24,2
인천,연수구,04시-06시,26,3,35,12,22,1
인천,연수구,06시-08시,33,0,47,10,33,4
인천,연수구,08시-10시,64,1,92,27,59,6
인천,연수구,10시-12시,63,0,87,25,61,1
인천,연수구,12시-14시,52,3,59,17,42,0
인천,연수구,14시-16시,65,0,96,18,75,3
인천,연수구,16시-18시,84,1,114,26,86,2
인천,연수구,18시-20시,93,4,138,36,95,7
인천,연수구,20시-22시,71,1,113,27,83,3
인천,연수구,22시-24시,64,2,92,32,58,2
인천,계양구,00시-02시,54,1,86,24,57,5
인천,계양구,02시-04시,24,1,41,10,29,2
인천,계양구,04시-06시,41,1,61,18,41,2
인천,계양구,06시-08시,60,3,76,24,48,4
인천,계양구,08시-10시,75,1,96,18,72,6
인천,계양구,10시-12시,86,1,126,30,93,3
인천,계양구,12시-14시,55,0,81,18,55,8
인천,계양구,14시-16시,73,1,102,25,71,6
인천,계양구,16시-18시,91,4,124,31,84,9
인천,계양구,18시-20시,107,0,157,36,114,7
인천,계양구,20시-22시,69,0,93,18,62,13
인천,계양구,22시-24시,67,1,92,17,70,5
인천,강화군,00시-02시,2,0,2,2,0,0
인천,강화군,02시-04시,1,0,2,1,1,0
인천,강화군,04시-06시,1,0,1,0,1,0
인천,강화군,06시-08시,13,1,16,7,8,1
인천,강화군,08시-10시,22,0,25,12,13,0
인천,강화군,10시-12시,25,0,55,15,27,13
인천,강화군,12시-14시,36,1,54,19,31,4
인천,강화군,14시-16시,30,2,39,16,22,1
인천,강화군,16시-18시,32,0,49,20,27,2
인천,강화군,18시-20시,18,1,25,8,17,0
인천,강화군,20시-22시,16,1,25,10,15,0
인천,강화군,22시-24시,6,1,7,2,5,0
인천,옹진군,00시-02시,1,0,1,0,1,0
인천,옹진군,06시-08시,3,0,5,3,2,0
인천,옹진군,10시-12시,5,0,10,2,8,0
인천,옹진군,12시-14시,2,0,3,0,3,0
인천,옹진군,14시-16시,6,2,8,3,4,1
인천,옹진군,16시-18시,4,0,6,2,2,2
인천,옹진군,18시-20시,6,0,9,3,6,0
인천,옹진군,20시-22시,7,0,10,4,5,1
인천,옹진군,22시-24시,1,0,1,1,0,0
광주,동구,00시-02시,38,0,70,8,57,5
광주,동구,02시-04시,17,0,28,2,26,0
광주,동구,04시-06시,9,0,16,3,13,0
광주,동구,06시-08시,23,0,36,5,31,0
광주,동구,08시-10시,52,0,70,14,52,4
광주,동구,10시-12시,43,0,58,13,44,1
광주,동구,12시-14시,59,0,98,14,77,7
광주,동구,14시-16시,59,0,88,11,77,0
광주,동구,16시-18시,59,0,79,17,59,3
광주,동구,18시-20시,54,0,80,13,65,2
광주,동구,20시-22시,60,2,85,5,74,6
광주,동구,22시-24시,36,1,59,5,53,1
광주,서구,00시-02시,118,2,181,19,162,0
광주,서구,02시-04시,91,2,164,18,142,4
광주,서구,04시-06시,73,0,120,14,101,5
광주,서구,06시-08시,101,0,156,20,127,9
광주,서구,08시-10시,198,0,320,24,292,4
광주,서구,10시-12시,161,1,257,21,230,6
광주,서구,12시-14시,174,1,292,21,263,8
광주,서구,14시-16시,183,0,289,31,255,3
광주,서구,16시-18시,243,0,409,32,361,16
광주,서구,18시-20시,262,2,405,41,355,9
광주,서구,20시-22시,191,1,308,43,257,8
광주,서구,22시-24시,157,2,269,33,231,5
광주,북구,00시-02시,121,1,204,16,179,9
광주,북구,02시-04시,69,1,112,21,85,6
광주,북구,04시-06시,68,2,109,19,89,1
광주,북구,06시-08시,127,2,216,32,177,7
광주,북구,08시-10시,232,5,355,37,312,6
광주,북구,10시-12시,219,1,324,58,259,7
광주,북구,12시-14시,176,2,267,26,230,11
광주,북구,14시-16시,229,2,367,42,311,14
광주,북구,16시-18시,236,1,426,38,380,8
광주,북구,18시-20시,349,2,547,63,466,18
광주,북구,20시-22시,231,2,397,49,332,16
광주,북구,22시-24시,212,4,323,32,278,13
광주,광산구,00시-02시,106,1,189,28,157,4
광주,광산구,02시-04시,60,2,105,11,92,2
광주,광산구,04시-06시,45,1,65,17,47,1
광주,광산구,06시-08시,122,2,210,48,158,4
광주,광산구,08시-10시,156,0,264,23,235,6
광주,광산구,10시-12시,156,3,262,42,214,6
광주,광산구,12시-14시,163,3,258,28,224,6
광주,광산구,14시-16시,191,4,317,31,282,4
광주,광산구,16시-18시,263,1,423,63,347,13
광주,광산구,18시-20시,314,4,501,55,427,19
광주,광산구,20시-22시,195,2,319,47,262,10
광주,광산구,22시-24시,189,3,306,46,253,7
광주,남구,00시-02시,40,1,74,13,58,3
광주,남구,02시-04시,20,0,31,0,29,2
광주,남구,04시-06시,24,3,35,5,30,0
광주,남구,06시-08시,31,1,41,10,30,1
광주,남구,08시-10시,80,2,102,15,84,3
광주,남구,10시-12시,94,0,153,24,122,7
광주,남구,12시-14시,58,1,87,19,67,1
광주,남구,14시-16시,82,2,128,20,103,5
광주,남구,16시-18시,95,0,140,23,109,8
광주,남구,18시-20시,96,0,164,23,132,9
광주,남구,20시-22시,84,1,119,21,96,2
광주,남구,22시-24시,65,0,100,12,85,3
대전,동구,00시-02시,54,2,78,14,60,4
대전,동구,02시-04시,25,0,36,13,23,0
대전,동구,04시-06시,32,3,67,27,37,3
대전,동구,06시-08시,85,4,116,42,73,1
대전,동구,08시-10시,114,0,159,43,112,4
대전,동구,10시-12시,108,1,136,22,113,1
대전,동구,12시-14시,134,2,177,29,145,3
대전,동구,14시-16시,124,2,199,40,157,2
대전,동구,16시-18시,178,2,264,44,216,4
대전,동구,18시-20시,167,1,230,64,163,3
대전,동구,20시-22시,135,3,194,36,157,1
대전,동구,22시-24시,102,4,155,24,124,7
대전,중구,00시-02시,58,1,93,13,77,3
대전,중구,02시-04시,40,2,67,13,49,5
대전,중구,04시-06시,29,2,38,6,31,1
대전,중구,06시-08시,47,0,55,21,31,3
대전,중구,08시-10시,97,2,130,26,98,6
대전,중구,10시-12시,98,0,132,29,102,1
대전,중구,12시-14시,117,2,196,28,160,8
대전,중구,14시-16시,125,1,182,29,149,4
대전,중구,16시-18시,155,1,230,35,179,16
대전,중구,18시-20시,166,0,228,42,177,9
대전,중구,20시-22시,114,1,163,39,118,6
대전,중구,22시-24시,82,0,143,26,112,5
대전,서구,00시-02시,163,2,268,49,211,8
대전,서구,02시-04시,83,2,121,18,100,3
대전,서구,04시-06시,93,3,140,29,111,0
대전,서구,06시-08시,101,1,139,28,105,6
대전,서구,08시-10시,239,0,368,61,297,10
대전,서구,10시-12시,187,4,276,49,221,6
대전,서구,12시-14시,184,3,247,48,191,8
대전,서구,14시-16시,230,0,327,55,254,18
대전,서구,16시-18시,263,0,410,67,330,13
대전,서구,18시-20시,301,0,458,61,378,19
대전,서구,20시-22시,242,3,379,54,309,16
대전,서구,22시-24시,224,4,343,50,287,6
대전,유성구,00시-02시,97,3,157,27,118,12
대전,유성구,02시-04시,57,1,81,18,60,3
대전,유성구,04시-06시,50,3,75,29,44,2
대전,유성구,06시-08시,130,3,210,35,167,8
대전,유성구,08시-10시,212,0,379,46,290,43
대전,유성구,10시-12시,177,2,295,52,237,6
대전,유성구,12시-14시,187,0,316,49,253,14
대전,유성구,14시-16시,190,0,316,34,261,21
대전,유성구,16시-18시,203,1,323,53,258,12
대전,유성구,18시-20시,283,5,429,72,339,18
대전,유성구,20시-22시,202,4,325,61,252,12
대전,유성구,22시-24시,173,0,295,47,223,25
대전,대덕구,00시-02시,31,3,38,5,31,2
대전,대덕구,02시-04시,16,0,22,5,16,1
대전,대덕구,04시-06시,27,0,32,4,25,3
대전,대덕구,06시-08시,49,3,60,16,39,5
대전,대덕구,08시-10시,111,1,157,24,122,11
대전,대덕구,10시-12시,84,2,110,29,78,3
대전,대덕구,12시-14시,90,1,125,26,89,10
대전,대덕구,14시-16시,99,0,148,32,111,5
대전,대덕구,16시-18시,110,1,174,29,120,25
대전,대덕구,18시-20시,129,2,177,31,134,12
대전,대덕구,20시-22시,82,0,134,17,102,15
대전,대덕구,22시-24시,69,0,110,22,84,4
울산,중구,00시-02시,32,0,57,14,36,7
울산,중구,02시-04시,18,1,22,5,15,2
울산,중구,04시-06시,26,3,34,13,19,2
울산,중구,06시-08시,55,2,64,20,38,6
울산,중구,08시-10시,56,0,76,10,58,8
울산,중구,10시-12시,61,0,92,23,57,12
울산,중구,12시-14시,82,2,94,22,58,14
울산,중구,14시-16시,86,0,126,33,75,18
울산,중구,16시-18시,95,0,136,29,90,17
울산,중구,18시-20시,117,2,173,35,127,11
울산,중구,20시-22시,74,0,97,26,59,12
울산,중구,22시-24시,67,0,109,21,72,16
울산,남구,00시-02시,93,2,142,47,94,1
울산,남구,02시-04시,50,4,73,25,46,2
울산,남구,04시-06시,49,3,62,23,37,2
울산,남구,06시-08시,90,2,113,35,71,7
울산,남구,08시-10시,123,1,157,50,97,10
울산,남구,10시-12시,101,3,145,33,97,15
울산,남구,12시-14시,109,0,151,49,97,5
울산,남구,14시-16시,91,0,124,34,89,1
울산,남구,16시-18시,143,2,207,58,144,5
울산,남구,18시-20시,143,1,193,52,133,8
울산,남구,20시-22시,126,4,190,51,129,10
울산,남구,22시-24시,136,1,200,46,142,12
울산,동구,00시-02시,26,0,40,14,25,1
울산,동구,02시-04시,16,3,23,8,15,0
울산,동구,04시-06시,18,0,25,7,18,0
울산,동구,06시-08시,56,1,61,17,43,1
울산,동구,08시-10시,31,0,41,12,29,0
울산,동구,10시-12시,30,0,38,12,25,1
울산,동구,12시-14시,31,0,40,12,28,0
울산,동구,14시-16시,61,0,79,21,57,1
울산,동구,16시-18시,72,0,87,23,63,1
울산,동구,18시-20시,69,1,79,26,53,0
울산,동구,20시-22시,58,0,71,24,46,1
울산,동구,22시-24시,39,1,57,14,43,0
울산,북구,00시-02시,47,0,72,17,44,11
울산,북구,02시-04시,17,1,24,4,18,2
울산,북구,04시-06시,30,0,55,13,38,4
울산,북구,06시-08시,47,2,67,23,37,7
울산,북구,08시-10시,60,2,124,29,88,7
울산,북구,10시-12시,47,2,73,16,54,3
울산,북구,12시-14시,45,1,78,24,51,3
울산,북구,14시-16시,67,1,104,28,69,7
울산,북구,16시-18시,77,1,113,29,80,4
울산,북구,18시-20시,79,2,113,36,66,11
울산,북구,20시-22시,57,0,83,21,53,9
울산,북구,22시-24시,59,4,85,21,58,6
울산,울주군,00시-02시,23,0,42,13,25,4
울산,울주군,02시-04시,15,0,19,5,13,1
울산,울주군,04시-06시,31,4,39,13,19,7
울산,울주군,06시-08시,84,5,128,39,81,8
울산,울주군,08시-10시,100,2,162,31,111,20
울산,울주군,10시-12시,82,2,151,40,93,18
울산,울주군,12시-14시,69,1,137,37,81,19
울산,울주군,14시-16시,89,3,145,33,103,9
울산,울주군,16시-18시,107,0,154,43,88,23
울산,울주군,18시-20시,97,3,143,43,89,11
울산,울주군,20시-22시,80,4,105,32,65,8
울산,울주군,22시-24시,53,0,83,25,53,5
세종,세종,00시-02시,34,3,47,15,32,0
세종,세종,02시-04시,16,2,17,10,7,0
세종,세종,04시-06시,18,0,22,5,15,2
세종,세종,06시-08시,58,3,93,28,63,2
세종,세종,08시-10시,93,1,135,40,92,3
세종,세종,10시-12시,64,2,86,26,57,3
세종,세종,12시-14시,71,1,103,24,78,1
세종,세종,14시-16시,81,0,114,29,80,5
세종,세종,16시-18시,102,5,137,35,94,8
세종,세종,18시-20시,112,1,168,34,131,3
세종,세종,20시-22시,87,1,134,19,114,1
세종,세종,22시-24시,59,1,86,23,61,2
