시도,시군구,시간대,발생건수,사망자수,부상자수,중상,경상,부상신고
경북,영천시,16시-18시,91,0,165,40,115,10
경북,영천시,18시-20시,93,2,158,29,126,3
경북,영천시,20시-22시,50,0,77,18,56,3
경북,영천시,22시-24시,36,3,66,11,51,4
경북,문경시,00시-02시,8,0,13,3,10,0
경북,문경시,02시-04시,3,0,4,2,2,0
경북,문경시,04시-06시,13,3,16,9,7,0
경북,문경시,06시-08시,24,1,40,12,26,2
경북,문경시,08시-10시,51,3,95,29,61,5
경북,문경시,10시-12시,48,1,95,26,67,2
경북,문경시,12시-14시,55,0,95,22,71,2
경북,문경시,14시-16시,52,2,75,18,55,2
경북,문경시,16시-18시,62,0,113,32,77,4
경북,문경시,18시-20시,77,1,118,32,85,1
경북,문경시,20시-22시,30,1,44,14,30,0
경북,문경시,22시-24시,16,1,24,8,14,2
경북,상주시,00시-02시,11,1,13,3,9,1
경북,상주시,02시-04시,9,1,10,4,6,0
경북,상주시,04시-06시,9,4,9,6,3,0
경북,상주시,06시-08시,33,3,41,16,25,0
경북,상주시,08시-10시,71,2,99,39,59,1
경북,상주시,10시-12시,78,2,125,53,71,1
경북,상주시,12시-14시,75,4,100,43,56,1
경북,상주시,14시-16시,87,4,137,56,79,2
경북,상주시,16시-18시,96,3,139,45,93,1
경북,상주시,18시-20시,73,1,98,33,64,1
경북,상주시,20시-22시,40,7,54,30,24,0
경북,상주시,22시-24시,22,2,29,9,20,0
경북,군위군,00시-02시,1,1,1,0,0,1
경북,군위군,04시-06시,3,0,3,2,1,0
경북,군위군,06시-08시,4,0,5,3,2,0
경북,군위군,08시-10시,12,1,17,8,9,0
경북,군위군,10시-12시,12,1,13,8,5,0
경북,군위군,12시-14시,12,0,27,15,12,0
경북,군위군,14시-16시,8,2,7,2,4,1
경북,군위군,16시-18시,16,0,30,7,21,2
경북,군위군,18시-20시,10,1,10,7,3,0
경북,군위군,20시-22시,6,0,23,2,20,1
경북,군위군,22시-24시,2,1,1,1,0,0
경북,의성군,00시-02시,1,0,2,2,0,0
경북,의성군,02시-04시,2,1,2,1,1,0
경북,의성군,04시-06시,2,0,3,1,2,0
경북,의성군,06시-08시,15,0,27,17,10,0
경북,의성군,08시-10시,35,0,51,18,32,1
경북,의성군,10시-12시,51,3,67,34,33,0
경북,의성군,12시-14시,35,1,47,26,20,1
경북,의성군,14시-16시,39,1,53,27,26,0
경북,의성군,16시-18시,31,2,49,21,28,0
경북,의성군,18시-20시,21,0,25,16,9,0
경북,의성군,20시-22시,9,1,10,5,5,0
경북,의성군,22시-24시,12,0,15,5,9,1
경북,청송군,00시-02시,1,0,1,0,1,0
경북,청송군,04시-06시,1,1,0,0,0,0
경북,청송군,06시-08시,6,0,7,4,2,1
경북,청송군,08시-10시,11,0,14,5,8,1
경북,청송군,10시-12시,18,1,37,16,21,0
경북,청송군,12시-14시,14,4,18,4,14,0
경북,청송군,14시-16시,12,2,12,4,7,1
경북,청송군,16시-18시,18,2,32,13,18,1
경북,청송군,18시-20시,8,0,15,4,10,1
경북,청송군,20시-22시,3,0,3,1,2,0
경북,청송군,22시-24시,3,0,3,1,2,0
경북,영양군,00시-02시,1,0,1,1,0,0
경북,영양군,04시-06시,4,0,6,5,1,0
경북,영양군,06시-08시,3,0,4,2,2,0
경북,영양군,08시-10시,15,1,17,8,9,0
경북,영양군,10시-12시,10,0,16,7,9,0
경북,영양군,12시-14시,12,0,19,8,11,0
경북,영양군,14시-16시,8,0,10,4,6,0
경북,영양군,16시-18시,13,0,16,6,9,1
경북,영양군,18시-20시,9,0,16,3,12,1
경북,영양군,20시-22시,3,0,5,0,5,0
경북,영양군,22시-24시,8,0,8,4,4,0
경북,영덕군,00시-02시,6,0,13,4,8,1
경북,영덕군,02시-04시,6,0,6,5,1,0
경북,영덕군,04시-06시,6,1,7,4,1,2
경북,영덕군,06시-08시,17,0,29,13,14,2
경북,영덕군,08시-10시,29,1,46,20,25,1
경북,영덕군,10시-12시,39,3,51,14,35,2
경북,영덕군,12시-14시,36,0,78,16,59,3
경북,영덕군,14시-16시,45,1,87,28,53,6
경북,영덕군,16시-18시,31,3,47,16,30,1
경북,영덕군,18시-20시,26,2,36,9,26,1
경북,영덕군,20시-22시,15,0,25,9,13,3
경북,영덕군,22시-24시,8,0,15,6,9,0
경북,청도군,00시-02시,2,0,4,2,2,0
경북,청도군,04시-06시,8,3,15,10,5,0
경북,청도군,06시-08시,15,1,24,8,16,0
경북,청도군,08시-10시,26,1,34,11,20,3
경북,청도군,10시-12시,34,1,67,21,46,0
경북,청도군,12시-14시,18,1,35,9,24,2
경북,청도군,14시-16시,37,1,61,13,46,2
경북,청도군,16시-18시,29,2,39,18,21,0
경북,청도군,18시-20시,27,2,51,13,37,1
경북,청도군,20시-22시,17,2,21,2,18,1
경북,청도군,22시-24시,8,1,10,3,7,0
경북,고령군,00시-02시,5,2,6,3,3,0
경북,고령군,04시-06시,2,1,1,1,0,0
경북,고령군,06시-08시,12,1,14,6,8,0
경북,고령군,08시-10시,30,1,48,13,33,2
경북,고령군,10시-12시,24,0,31,13,18,0
경북,고령군,12시-14시,27,2,38,8,28,2
경북,고령군,14시-16시,21,0,33,15,18,0
경북,고령군,16시-18시,26,1,47,15,32,0
경북,고령군,18시-20시,24,1,28,13,15,0
경북,고령군,20시-22시,13,1,26,10,15,1
경북,고령군,22시-24시,5,1,5,2,3,0
경북,성주군,00시-02시,11,0,15,5,10,0
경북,성주군,02시-04시,8,2,6,3,3,0
경북,성주군,04시-06시,5,0,8,5,2,1
경북,성주군,06시-08시,18,0,28,10,18,0
경북,성주군,08시-10시,40,0,58,27,31,0
경북,성주군,10시-12시,43,1,64,21,43,0
경북,성주군,12시-14시,36,2,46,16,30,0
경북,성주군,14시-16시,23,3,28,11,17,0
경북,성주군,16시-18시,39,2,54,10,44,0
경북,성주군,18시-20시,21,1,29,7,22,0
경북,성주군,20시-22시,22,2,39,18,21,0
경북,성주군,22시-24시,11,0,21,11,10,0
경북,칠곡군,00시-02시,24,1,41,9,23,9
경북,칠곡군,02시-04시,13,1,21,10,4,7
경북,칠곡군,04시-06시,22,1,32,15,14,3
경북,칠곡군,06시-08시,45,0,69,17,43,9
경북,칠곡군,08시-10시,81,1,128,26,84,18
경북,칠곡군,10시-12시,58,2,95,24,56,15
경북,칠곡군,12시-14시,74,3,114,17,75,22
경북,칠곡군,14시-16시,77,1,106,34,59,13
경북,칠곡군,16시-18시,104,4,164,21,104,39
경북,칠곡군,18시-20시,100,2,175,36,98,41
경북,칠곡군,20시-22시,71,1,116,28,67,21
경북,칠곡군,22시-24시,34,0,41,12,22,7
경북,예천군,00시-02시,3,0,5,3,2,0
경북,예천군,02시-04시,2,0,2,1,1,0
경북,예천군,04시-06시,3,0,6,2,4,0
경북,예천군,06시-08시,14,0,21,11,10,0
경북,예천군,08시-10시,31,2,44,29,15,0
경북,예천군,10시-12시,25,1,29,25,4,0
경북,예천군,12시-14시,27,0,36,24,12,0
경북,예천군,14시-16시,18,0,21,15,6,0
경북,예천군,16시-18시,30,2,40,24,16,0
경북,예천군,18시-20시,21,2,30,20,10,0
경북,예천군,20시-22시,6,1,11,5,6,0
경북,예천군,22시-24시,8,1,14,4,10,0
경북,봉화군,02시-04시,2,0,3,1,2,0
경북,봉화군,04시-06시,2,0,3,1,2,0
경북,봉화군,06시-08시,7,0,8,1,5,2
경북,봉화군,08시-10시,24,0,32,5,21,6
경북,봉화군,10시-12시,22,1,39,6,29,4
경북,봉화군,12시-14시,23,0,45,15,25,5
경북,봉화군,14시-16시,20,0,39,13,22,4
경북,봉화군,16시-18시,20,0,33,7,21,5
경북,봉화군,18시-20시,17,0,26,6,18,2
경북,봉화군,20시-22시,7,0,19,12,7,0
경북,봉화군,22시-24시,5,0,10,0,9,1
경북,울진군,00시-02시,1,1,0,0,0,0
경북,울진군,02시-04시,2,0,3,3,0,0
경북,울진군,04시-06시,2,0,2,1,1,0
경북,울진군,06시-08시,5,1,5,4,1,0
경북,울진군,08시-10시,12,1,13,5,8,0
경북,울진군,10시-12시,26,0,34,14,18,2
경북,울진군,12시-14시,17,1,23,13,10,0
경북,울진군,14시-16시,26,1,44,16,24,4
경북,울진군,16시-18시,23,0,33,13,19,1
경북,울진군,18시-20시,14,0,23,10,12,1
경북,울진군,20시-22시,10,0,11,9,2,0
경북,울진군,22시-24시,11,3,13,10,3,0
경북,울릉군,06시-08시,1,0,1,1,0,0
경북,울릉군,08시-10시,2,0,2,1,1,0
경북,울릉군,10시-12시,5,1,5,3,2,0
경북,울릉군,12시-14시,1,0,2,0,2,0
경북,울릉군,14시-16시,4,0,11,1,9,1
경북,울릉군,16시-18시,3,0,3,1,2,0
경북,울릉군,18시-20시,3,0,6,5,1,0
경북,울릉군,20시-22시,3,0,3,2,1,0
경북,경산시,00시-02시,51,3,76,23,52,1
경북,경산시,02시-04시,27,0,37,8,26,3
경북,경산시,04시-06시,33,4,39,16,23,0
경북,경산시,06시-08시,70,3,92,27,64,1
경북,경산시,08시-10시,107,1,144,37,106,1
경북,경산시,10시-12시,98,3,128,44,83,1
경북,경산시,12시-14시,97,2,123,40,81,2
경북,경산시,14시-16시,117,5,169,55,111,3
경북,경산시,16시-18시,137,2,181,46,131,4
경북,경산시,18시-20시,169,6,220,59,153,8
경북,경산시,20시-22시,112,5,147,40,104,3
경북,경산시,22시-24시,95,5,137,30,106,1
경남,진주시,00시-02시,34,0,50,22,28,0
경남,진주시,02시-04시,22,1,30,17,13,0
경남,진주시,04시-06시,29,3,42,14,25,3
경남,진주시,06시-08시,41,2,56,28,26,2
경남,진주시,08시-10시,68,1,85,45,38,2
경남,진주시,10시-12시,81,3,105,59,40,6
경남,진주시,12시-14시,72,1,95,43,49,3
경남,진주시,14시-16시,87,3,118,59,56,3
경남,진주시,16시-18시,118,1,147,71,73,3
경남,진주시,18시-20시,110,5,128,74,53,1
경남,진주시,20시-22시,92,3,124,59,63,2
경남,진주시,22시-24시,71,0,93,48,41,4
경남,통영시,00시-02시,16,0,24,6,16,2
경남,통영시,02시-04시,16,2,22,3,17,2
경남,통영시,04시-06시,17,1,21,9,10,2
경남,통영시,06시-08시,45,0,71,23,47,1
경남,통영시,08시-10시,75,1,124,39,80,5
경남,통영시,10시-12시,72,2,102,21,79,2
경남,통영시,12시-14시,87,0,132,36,90,6
경남,통영시,14시-16시,93,2,123,41,78,4
경남,통영시,16시-18시,100,1,157,40,109,8
경남,통영시,18시-20시,68,1,110,29,74,7
경남,통영시,20시-22시,56,4,80,19,58,3
경남,통영시,22시-24시,39,2,57,17,37,3
경남,김해시,00시-02시,67,1,95,37,55,3
경남,김해시,02시-04시,58,1,90,36,51,3
경남,김해시,04시-06시,58,3,88,42,40,6
경남,김해시,06시-08시,158,4,221,88,123,10
경남,김해시,08시-10시,223,3,334,125,200,9
경남,김해시,10시-12시,175,3,263,104,149,10
경남,김해시,12시-14시,172,3,247,90,152,5
경남,김해시,14시-16시,225,1,347,123,204,20
경남,김해시,16시-18시,266,3,395,142,239,14
경남,김해시,18시-20시,302,6,425,132,277,16
경남,김해시,20시-22시,200,4,302,95,200,7
경남,김해시,22시-24시,148,3,233,79,149,5
경남,밀양시,00시-02시,5,0,7,0,5,2
경남,밀양시,02시-04시,6,1,12,7,5,0
경남,밀양시,04시-06시,5,0,6,1,4,1
경남,밀양시,06시-08시,20,1,24,10,12,2
경남,밀양시,08시-10시,47,1,65,25,37,3
경남,밀양시,10시-12시,61,3,99,31,67,1
경남,밀양시,12시-14시,41,1,62,22,38,2
경남,밀양시,14시-16시,55,3,84,34,49,1
경남,밀양시,16시-18시,48,2,64,24,39,1
경남,밀양시,18시-20시,38,1,59,19,38,2
경남,밀양시,20시-22시,30,1,41,23,16,2
경남,밀양시,22시-24시,15,1,18,9,9,0
경남,거제시,00시-02시,36,0,56,21,35,0
경남,거제시,02시-04시,15,1,17,6,10,1
경남,거제시,04시-06시,18,1,24,7,16,1
경남,거제시,06시-08시,72,1,97,35,60,2
경남,거제시,08시-10시,83,0,104,25,79,0
경남,거제시,10시-12시,77,2,116,22,94,0
경남,거제시,12시-14시,79,0,117,40,76,1
경남,거제시,14시-16시,91,0,121,34,86,1
경남,거제시,16시-18시,125,2,168,53,112,3
경남,거제시,18시-20시,116,1,165,59,104,2
경남,거제시,20시-22시,88,2,118,48,70,0
경남,거제시,22시-24시,56,1,68,21,47,0
경남,의령군,00시-02시,1,0,1,0,1,0
경남,의령군,06시-08시,6,1,5,2,3,0
경남,의령군,08시-10시,20,1,26,12,14,0
경남,의령군,10시-12시,26,0,33,8,24,1
경남,의령군,12시-14시,18,1,24,7,15,2
경남,의령군,14시-16시,22,1,39,12,25,2
경남,의령군,16시-18시,16,3,22,11,10,1
경남,의령군,18시-20시,14,3,16,8,8,0
경남,의령군,20시-22시,4,0,5,3,2,0
경남,의령군,22시-24시,3,0,5,3,2,0
경남,함안군,00시-02시,3,1,3,1,2,0
경남,함안군,02시-04시,3,0,3,2,1,0
경남,함안군,04시-06시,5,0,11,4,7,0
경남,함안군,06시-08시,22,2,29,8,21,0
경남,함안군,08시-10시,30,3,43,17,25,1
경남,함안군,10시-12시,32,3,37,14,22,1
경남,함안군,12시-14시,30,0,49,22,23,4
경남,함안군,14시-16시,28,2,44,10,28,6
경남,함안군,16시-18시,40,2,63,19,44,0
경남,함안군,18시-20시,34,3,44,14,28,2
경남,함안군,20시-22시,35,7,43,22,19,2
경남,함안군,22시-24시,11,2,14,2,12,0
경남,창녕군,00시-02시,6,1,9,1,8,0
경남,창녕군,02시-04시,3,0,3,2,0,1
경남,창녕군,04시-06시,6,1,8,3,5,0
경남,창녕군,06시-08시,25,0,42,19,12,11
경남,창녕군,08시-10시,41,1,66,30,35,1
경남,창녕군,10시-12시,45,2,65,25,39,1
경남,창녕군,12시-14시,46,2,79,31,45,3
경남,창녕군,14시-16시,36,1,57,11,40,6
경남,창녕군,16시-18시,52,2,68,20,44,4
경남,창녕군,18시-20시,34,2,50,20,24,6
경남,창녕군,20시-22시,23,1,31,13,18,0
경남,창녕군,22시-24시,19,1,24,5,18,1
경남,양산시,00시-02시,41,1,57,23,25,9
경남,양산시,02시-04시,24,4,34,12,20,2
경남,양산시,04시-06시,21,0,34,15,18,1
경남,양산시,06시-08시,75,3,103,34,59,10
경남,양산시,08시-10시,111,1,156,41,99,16
경남,양산시,10시-12시,98,4,148,37,96,15
경남,양산시,12시-14시,101,4,156,57,81,18
경남,양산시,14시-16시,122,0,172,56,105,11
경남,양산시,16시-18시,129,2,198,62,114,22
경남,양산시,18시-20시,190,4,284,80,179,25
경남,양산시,20시-22시,113,1,158,51,91,16
경남,양산시,22시-24시,81,3,112,36,71,5
경남,고성군,00시-02시,3,0,4,0,4,0
경남,고성군,02시-04시,2,0,5,0,5,0
경남,고성군,04시-06시,6,1,5,3,2,0
경남,고성군,06시-08시,21,1,26,12,14,0
경남,고성군,08시-10시,29,3,51,18,33,0
경남,고성군,10시-12시,30,0,51,23,28,0
경남,고성군,12시-14시,31,6,42,23,18,1
경남,고성군,14시-16시,28,0,38,22,15,1
경남,고성군,16시-18시,27,5,32,12,20,0
경남,고성군,18시-20시,39,5,56,19,36,1
경남,고성군,20시-22시,17,0,23,11,12,0
경남,고성군,22시-24시,10,0,19,7,12,0
경남,사천시,00시-02시,18,0,32,10,20,2
경남,사천시,02시-04시,5,1,7,3,2,2
경남,사천시,04시-06시,19,3,30,8,20,2
경남,사천시,06시-08시,44,1,61,13,44,4
경남,사천시,08시-10시,69,1,92,40,50,2
경남,사천시,10시-12시,54,1,70,27,40,3
경남,사천시,12시-14시,66,1,115,29,80,6
경남,사천시,14시-16시,67,1,113,31,72,10
경남,사천시,16시-18시,89,0,163,39,95,29
경남,사천시,18시-20시,83,2,121,35,70,16
경남,사천시,20시-22시,50,1,92,32,57,3
경남,사천시,22시-24시,43,1,77,26,40,11
경남,남해군,00시-02시,3,0,3,2,1,0
경남,남해군,04시-06시,4,0,6,4,2,0
경남,남해군,06시-08시,5,0,6,4,1,1
경남,남해군,08시-10시,28,0,39,30,8,1
경남,남해군,10시-12시,32,0,43,27,15,1
경남,남해군,12시-14시,25,1,42,20,16,6
경남,남해군,14시-16시,28,1,49,27,18,4
경남,남해군,16시-18시,29,1,43,19,18,6
경남,남해군,18시-20시,17,2,25,13,11,1
경남,남해군,20시-22시,11,1,13,8,2,3
경남,남해군,22시-24시,5,0,7,1,5,1
경남,하동군,00시-02시,1,0,1,1,0,0
경남,하동군,04시-06시,4,1,7,2,5,0
경남,하동군,06시-08시,9,0,15,9,5,1
경남,하동군,08시-10시,18,2,20,15,5,0
경남,하동군,10시-12시,23,1,31,12,19,0
경남,하동군,12시-14시,21,0,30,15,15,0
경남,하동군,14시-16시,18,1,25,8,15,2
경남,하동군,16시-18시,21,3,23,8,14,1
경남,하동군,18시-20시,18,1,20,10,10,0
경남,하동군,20시-22시,9,0,11,7,3,1
경남,하동군,22시-24시,7,1,8,4,3,1
경남,산청군,00시-02시,4,0,5,2,1,2
경남,산청군,02시-04시,2,1,1,1,0,0
경남,산청군,04시-06시,3,0,3,2,1,0
경남,산청군,06시-08시,13,0,19,7,10,2
경남,산청군,08시-10시,30,2,46,19,26,1
경남,산청군,10시-12시,22,1,34,12,18,4
경남,산청군,12시-14시,31,2,56,26,23,7
경남,산청군,14시-16시,20,0,29,12,17,0
경남,산청군,16시-18시,19,0,29,13,12,4
경남,산청군,18시-20시,22,1,39,16,17,6
경남,산청군,20시-22시,11,4,11,5,5,1
경남,산청군,22시-24시,6,0,8,3,3,2
경남,함양군,00시-02시,5,1,7,1,5,1
경남,함양군,02시-04시,5,3,9,5,3,1
경남,함양군,06시-08시,7,1,9,4,5,0
경남,함양군,08시-10시,20,1,25,7,12,6
경남,함양군,10시-12시,31,0,57,27,25,5
경남,함양군,12시-14시,19,0,29,9,16,4
경남,함양군,14시-16시,25,2,31,15,10,6
경남,함양군,16시-18시,18,3,34,12,20,2
경남,함양군,18시-20시,20,2,42,11,26,5
경남,함양군,20시-22시,9,1,12,8,3,1
경남,함양군,22시-24시,6,1,8,3,5,0
경남,거창군,00시-02시,9,0,11,3,8,0
경남,거창군,02시-04시,3,0,3,2,1,0
경남,거창군,04시-06시,4,0,7,3,4,0
경남,거창군,06시-08시,10,0,14,7,7,0
경남,거창군,08시-10시,26,1,29,14,15,0
경남,거창군,10시-12시,32,2,42,14,28,0
경남,거창군,12시-14시,24,1,34,20,13,1
경남,거창군,14시-16시,24,0,35,18,15,2
경남,거창군,16시-18시,40,1,56,24,31,1
경남,거창군,18시-20시,32,0,38,18,18,2
경남,거창군,20시-22시,25,3,35,14,20,1
경남,거창군,22시-24시,13,0,20,8,12,0
경남,합천군,00시-02시,1,0,1,0,1,0
경남,합천군,02시-04시,1,0,1,0,0,1
경남,합천군,04시-06시,2,0,2,1,0,1
경남,합천군,06시-08시,5,0,6,6,0,0
경남,합천군,08시-10시,27,0,38,15,22,1
경남,합천군,10시-12시,26,1,32,19,12,1
경남,합천군,12시-14시,16,0,21,9,10,2
경남,합천군,14시-16시,21,1,26,8,16,2
경남,합천군,16시-18시,34,1,42,18,18,6
경남,합천군,18시-20시,18,3,19,11,7,1
경남,합천군,20시-22시,9,1,12,2,9,1
경남,합천군,22시-24시,8,2,21,8,12,1
경남,창원시(통합),00시-02시,117,5,172,55,111,6
경남,창원시(통합),02시-04시,88,7,121,45,71,5
경남,창원시(통합),04시-06시,83,6,105,44,57,4
경남,창원시(통합),06시-08시,179,2,228,82,138,8
경남,창원시(통합),08시-10시,285,2,407,117,278,12
경남,창원시(통합),10시-12시,278,6,357,118,233,6
경남,창원시(통합),12시-14시,264,3,386,112,262,12
경남,창원시(통합),14시-16시,320,3,465,145,301,19
경남,창원시(통합),16시-18시,348,6,483,162,307,14
경남,창원시(통합),18시-20시,412,10,574,171,391,12
경남,창원시(통합),20시-22시,318,8,461,138,312,11
경남,창원시(통합),22시-24시,224,6,294,97,185,12
제주,제주시,00시-02시,141,2,204,45,131,28
제주,제주시,02시-04시,81,8,102,25,64,13
제주,제주시,04시-06시,54,1,86,19,60,7
제주,제주시,06시-08시,162,3,243,51,172,20
제주,제주시,08시-10시,287,0,438,80,314,44
제주,제주시,10시-12시,260,6,384,93,258,33
제주,제주시,12시-14시,337,1,542,102,384,56
제주,제주시,14시-16시,369,3,593,100,424,69
제주,제주시,16시-18시,431,4,661,120,471,70
제주,제주시,18시-20시,412,6,587,124,396,67
제주,제주시,20시-22시,278,6,410,76,286,48
제주,제주시,22시-24시,191,2,281,54,178,49
제주,서귀포시,00시-02시,49,5,68,22,35,11
제주,서귀포시,02시-04시,21,0,24,6,11,7
제주,서귀포시,04시-06시,17,2,24,12,12,0
제주,서귀포시,06시-08시,62,5,97,31,36,30
제주,서귀포시,08시-10시,128,1,200,46,116,38
제주,서귀포시,10시-12시,135,5,223,62,127,34
제주,서귀포시,12시-14시,148,1,250,58,155,37
제주,서귀포시,14시-16시,146,4,291,55,162,74
제주,서귀포시,16시-18시,168,3,328,79,218,31
제주,서귀포시,18시-20시,171,6,281,60,166,55
제주,서귀포시,20시-22시,128,6,180,58,101,21
제주,서귀포시,22시-24시,63,2,114,25,70,19
대구,중구,00시-02시,59,0,102,27,63,12
대구,중구,02시-04시,59,0,94,24,63,7
대구,중구,04시-06시,56,1,92,16,66,10
대구,중구,06시-08시,42,1,57,11,39,7
대구,중구,08시-10시,79,0,106,24,69,13
대구,중구,10시-12시,98,1,135,31,86,18
대구,중구,12시-14시,116,0,173,38,107,28
대구,중구,14시-16시,128,0,184,29,127,28
대구,중구,16시-18시,129,1,173,34,114,25
대구,중구,18시-20시,113,0,167,33,110,24
대구,중구,20시-22시,73,0,102,25,67,10
대구,중구,22시-24시,68,1,87,19,63,5
대구,동구,00시-02시,80,2,122,33,83,6
대구,동구,02시-04시,51,0,67,15,49,3
대구,동구,04시-06시,41,4,48,23,23,2
대구,동구,06시-08시,86,3,117,32,77,8
대구,동구,08시-10시,182,3,246,51,178,17
대구,동구,10시-12시,160,0,235,51,154,30
대구,동구,12시-14시,155,2,229,55,163,11
대구,동구,14시-16시,197,3,284,66,199,19
대구,동구,16시-18시,240,0,344,73,240,31
대구,동구,18시-20시,231,1,313,72,208,33
대구,동구,20시-22시,174,2,253,60,162,31
대구,동구,22시-24시,121,0,186,43,130,13
대구,서구,00시-02시,59,3,95,16,69,10
대구,서구,02시-04시,40,1,52,13,38,1
대구,서구,04시-06시,42,3,51,14,32,5
대구,서구,06시-08시,70,1,92,19,67,6
대구,서구,08시-10시,114,1,159,27,115,17
대구,서구,10시-12시,125,3,163,42,103,18
대구,서구,12시-14시,116,0,157,34,114,9
대구,서구,14시-16시,136,1,197,42,132,23
대구,서구,16시-18시,149,2,218,52,154,12
대구,서구,18시-20시,198,2,285,53,193,39
대구,서구,20시-22시,119,0,175,33,127,15
대구,서구,22시-24시,82,0,129,34,89,6
대구,남구,00시-02시,46,0,61,16,41,4
대구,남구,02시-04시,31,0,52,19,32,1
대구,남구,04시-06시,35,0,46,13,29,4
대구,남구,06시-08시,35,0,47,13,33,1
대구,남구,08시-10시,77,0,114,21,90,3
대구,남구,10시-12시,102,0,140,25,109,6
대구,남구,12시-14시,94,0,122,25,89,8
대구,남구,14시-16시,104,3,145,28,108,9
대구,남구,16시-18시,94,0,146,32,106,8
대구,남구,18시-20시,89,1,136,26,96,14
대구,남구,20시-22시,92,1,136,22,104,10
대구,남구,22시-24시,60,0,112,23,79,10
대구,북구,00시-02시,104,2,179,39,113,27
대구,북구,02시-04시,64,5,93,25,60,8
대구,북구,04시-06시,80,4,118,28,79,11
대구,북구,06시-08시,142,2,195,50,133,12
대구,북구,08시-10시,253,0,387,96,269,22
대구,북구,10시-12시,192,3,272,60,196,16
대구,북구,12시-14시,182,0,263,69,169,25
대구,북구,14시-16시,245,2,357,83,239,35
대구,북구,16시-18시,316,0,469,107,322,40
대구,북구,18시-20시,366,1,492,98,340,54
대구,북구,20시-22시,240,4,338,83,223,32
대구,북구,22시-24시,174,2,251,55,170,26
대구,수성구,00시-02시,101,1,164,35,121,8
대구,수성구,02시-04시,75,1,111,33,69,9
대구,수성구,04시-06시,70,6,95,29,56,10
대구,수성구,06시-08시,80,1,127,30,90,7
대구,수성구,08시-10시,168,2,261,52,198,11
대구,수성구,10시-12시,164,0,251,54,183,14
대구,수성구,12시-14시,180,2,275,67,184,24
대구,수성구,14시-16시,221,1,321,59,237,25
대구,수성구,16시-18시,266,2,378,78,269,31
대구,수성구,18시-20시,298,0,476,89,353,34
대구,수성구,20시-22시,218,3,347,74,239,34
대구,수성구,22시-24시,175,1,258,59,183,16
대구,달서구,00시-02시,156,1,269,54,200,15
대구,달서구,02시-04시,83,1,138,33,103,2
대구,달서구,04시-06시,80,1,115,29,81,5
대구,달서구,06시-08시,186,1,254,46,193,15
대구,달서구,08시-10시,294,1,412,86,295,31
대구,달서구,10시-12시,258,0,390,70,288,32
대구,달서구,12시-14시,272,0,380,76,274,30
대구,달서구,14시-16시,303,2,447,89,329,29
대구,달서구,16시-18시,415,1,622,102,468,52
대구,달서구,18시-20시,501,1,754,140,558,56
대구,달서구,20시-22시,347,2,514,89,396,29
대구,달서구,22시-24시,215,2,334,69,245,20
대구,달성군,00시-02시,28,5,39,11,24,4
대구,달성군,02시-04시,8,0,15,5,10,0
대구,달성군,04시-06시,16,1,19,5,13,1
대구,달성군,06시-08시,54,1,76,22,51,3
대구,달성군,08시-10시,90,3,119,30,85,4
대구,달성군,10시-12시,65,0,107,29,72,6
대구,달성군,12시-14시,87,1,132,33,92,7
대구,달성군,14시-16시,92,1,142,33,100,9
대구,달성군,16시-18시,105,0,162,35,114,13
대구,달성군,18시-20시,151,0,213,49,155,9
대구,달성군,20시-22시,115,2,176,42,125,9
대구,달성군,22시-24시,57,1,79,17,59,3
인천,중구,00시-02시,19,0,30,5,25,0
인천,중구,02시-04시,13,0,27,3,21,3
인천,중구,04시-06시,19,1,33,13,15,5
인천,중구,06시-08시,29,3,45,16,27,2
인천,중구,08시-10시,63,1,104,17,80,7
인천,중구,10시-12시,40,2,61,13,45,3
인천,중구,12시-14시,50,0,82,23,51,8
인천,중구,14시-16시,43,1,57,16,38,3
인천,중구,16시-18시,52,3,78,16,57,5
인천,중구,18시-20시,67,1,113,29,81,3
인천,중구,20시-22시,63,1,96,26,67,3
인천,중구,22시-24시,35,1,61,23,36,2
인천,동구,00시-02시,7,0,13,2,10,1
인천,동구,02시-04시,3,0,4,0,4,0
인천,동구,04시-06시,5,0,9,6,3,0
인천,동구,06시-08시,7,0,7,5,2,0
인천,동구,08시-10시,20,1,26,6,17,3
인천,동구,10시-12시,9,1,13,6,7,0
인천,동구,12시-14시,15,0,27,7,16,4
인천,동구,14시-16시,17,0,22,8,13,1
인천,동구,16시-18시,27,0,38,11,26,1
인천,동구,18시-20시,27,0,34,12,18,4
인천,동구,20시-22시,11,0,13,6,6,1
인천,동구,22시-24시,8,0,10,3,6,1
인천,남구,00시-02시,87,2,133,21,94,18
인천,남구,02시-04시,39,0,57,13,39,5
인천,남구,04시-06시,59,6,75,16,52,7
인천,남구,06시-08시,58,0,81,22,52,7
인천,남구,08시-10시,112,2,158,24,119,15
인천,남구,10시-12시,79,4,121,31,82,8
인천,남구,12시-14시,97,1,123,23,81,19
인천,남구,14시-16시,97,1,133,21,95,17
인천,남구,16시-18시,129,0,182,31,130,21
인천,남구,18시-20시,150,0,213,34,163,16
인천,남구,20시-22시,115,0,148,20,105,23
인천,남구,22시-24시,105,1,166,35,117,14
인천,부평구,00시-02시,88,1,142,44,97,1
인천,부평구,02시-04시,53,3,94,17,76,1
인천,부평구,04시-06시,46,1,69,10,57,2
